"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000012441","1.0","0000001404","STAT","This course emphasizes skills necessary to understand and analyze data. Topics include descriptive statistics, probability, and random variables, sampling theory, estimation, and classical hypothesis testing, practical and theoretical understanding of simple and multiple regression analysis. Applications to economics and business problems use real data, realistic applications, and Minitab for Windows. Written reports link statistical theory and practice with communication of results. Prerequisite: Mathematics 119, 120, 122 and one of Economics 110-122, or consent of the instructor. Offered each semester.","25","","","","","Anthony Becker","","S","200","25","Stat Problem Solving","263","{'day': 'Mo', 'end': '13:50', 'location': 'HH 413', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 413', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 413', 'start': '12:55'}","False","Mathematics 119, 120, 122 and one of Economics 110-122, or consent of the instructor. Offered each semester.","A","3","","","C","20053","Statistical Problem Solving","Research","2005"
"0000012442","1.0","0000001404","STAT","This course emphasizes skills necessary to understand and analyze data. Topics include descriptive statistics, probability, and random variables, sampling theory, estimation, and classical hypothesis testing, practical and theoretical understanding of simple and multiple regression analysis. Applications to economics and business problems use real data, realistic applications, and Minitab for Windows. Written reports link statistical theory and practice with communication of results. Prerequisite: Mathematics 119, 120, 122 and one of Economics 110-122, or consent of the instructor. Offered each semester.","22","","","","","Anthony Becker","","S","200","25","Stat Problem Solving","263","{'day': 'Mo', 'end': '14:55', 'location': 'HH 413', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 413', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 413', 'start': '14:00'}","False","Mathematics 119, 120, 122 and one of Economics 110-122, or consent of the instructor. Offered each semester.","B","3","","","O","20053","Statistical Problem Solving","Research","2005"
"0000012443","1.0","0000001405","STAT","","22","","","","","Julie M. Legler","","S","200","25","Statistical Modeling","272","{'day': 'Tu', 'end': '13:10', 'location': 'SC 182', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 182', 'start': '12:45'}","False","False","","3","","","C","20053","","Research","2005"
"0000012444","1.0","0000001406","STAT","","12","","","","","Paul J. Roback","","S","200","25","Design of Experiments","276","{'day': 'Mo', 'end': '14:55', 'location': 'SC 182', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'SC 182', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'SC 182', 'start': '14:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000012445","1.0","0000001409","STAT","","0","","","","","Staff","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012446","1.0","0000001410","STAT","","0","","","","","Staff","","S","200","999","IS/","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012447","1.0","0000001411","STAT","","15","","","","","Julie M. Legler","","S","300","25","Adv Statistical Model","316","{'day': 'Tu', 'end': '11:00', 'location': 'SC 182', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 182', 'start': '09:30'}","False","False","","3","","","O","20053","","Research","2005"
"0000012448","1.0","0000001413","STAT","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012449","1.0","0000001414","STAT","","0","","","","","Staff","","S","300","999","IR/","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000012582","1.0","0000001476","WMNST","Required for the women's studies major and concentration, this course introduces students to the concept of gender as a category of analysis. It is designed for students who seek a fuller understanding of themselves as women and men and a wider knowledge of the experiences and achievements of women.","20","","","","","Diane C. LeBlanc","","S","100","21","Intro Women's Studies","121","{'day': 'Mo', 'end': '12:45', 'location': 'RML 420', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 420', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RML 420', 'start': '11:50'}","False","False","","3","","","C","20053","Introduction to Women's Studies","Research","2005"
"0000012583","1.0","0000001481","WMNST","","6","","","","","Sheryl D. Breen","","S","300","15","Sem: Women Cross-Cult","399","{'day': 'Tu', 'end': '14:45', 'location': 'HH 514', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 514', 'start': '14:15'}","False","False","","3","","","O","20053","","Seminar","2005"
"0000012584","1.0","0000001484","ARMS","Students apply interdisciplinary theories and methods to selected topics in American racial and multicultural studies. The course employs a discussion format, focusing on critical reading and analytical essays.","18","","","","","Carolyn Anderson","","S","200","18","Sem: Imagined Indians","250","{'day': 'Mo', 'end': '14:55', 'location': 'HH 302', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 302', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 302', 'start': '14:00'}","False","False","","3","","","C","20053","Topical Seminar","Seminar","2005"
"0000048848","1.0","0000017201","HIST","","31","0/0","","","","Eric J. Fure-Slocum","15/0","S","200","35","Top: Wal-Mart America","297","{'day': 'Tu', 'end': '11:00', 'location': 'HH 317', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 317', 'start': '09:30'}","False","False","","3","12/0","4/0","O","20053","","Topic","2005"
"0000049153","1.0","0000017247","EDUC","","9","0/0","","","","Heather Campbell","1/0","S","200","0","English Lang Learners","246","{'day': 'Mo', 'end': '21:00', 'location': 'FH 010', 'start': '19:30'};{'day': 'Th', 'end': '21:00', 'location': 'FH 010', 'start': '19:30'}","False","False","","3","6/0","2/0","C","20053","","Research","2005"
"0000049195","1.0","0000000007","AMST","Students apply theories and methods of culture studies to a selected major topic in American culture. The course employs a discussion format, focusing on critical reading, analytic essays. Recent topics include Masculinity in America,California Dreams and The American Frontier. The course is offered Interim or Spring Semester. May be repeated if topics are different.","27","0/0","","","","James Farrell","8/0","S","200","22","Top: Consuming College","207","{'day': 'Mo', 'end': '14:55', 'location': 'HH 317', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 317', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 317', 'start': '14:00'}","False","False","","3","8/0","11/0","C","20053","American Studies: A Topical Approach","Topic","2005"
"0000049196","1.0","0000016962","ASIAN","","11","0/0","","","","Katherine S. Tegtmeyer Pak","5/0","S","300","20","Human Rights/AsianContext","397","{'day': 'Tu', 'end': '11:00', 'location': 'HH 302', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 302', 'start': '09:30'}","False","False","","3","6/0","0/0","O","20053","","Research","2005"
"0000049197","1.0","0000000100","BIO","This course explores contemporary biological issues related to health and the environment with the goal of fostering informed citizens prepared for current biological debates. As students learn the relevant biological principles in lecture and lab, focused class discussions address related issues. Specific topics will include emerging diseases, cardiovascular health, genetics and environmental dynamics. The course includes lectures plus one 2-hour laboratory per week. Taught annually.","49","16/0","0000000100","","","Diane M. Maher","2/0","S","100","0","Biological Science","121","{'day': 'Tu', 'end': '11:00', 'location': 'SC 278', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 278', 'start': '09:30'}","False","False","","3","7/0","24/0","C","20053","","Research","2005"
"0000049198","0.0","0000000101","BIO","","27","0/0","0000000100","","","Diane M. Maher","2/0","S","100","0","Biological Science Lab","121","{'day': 'Tu', 'end': '15:20', 'location': 'SC 229', 'start': '13:20'}","False","False","A","3","6/0","19/0","C","20053","","Lab","2005"
"0000049199","0.0","0000000101","BIO","","22","17/0","0000000100","","","Diane M. Maher","0/0","S","100","0","Biological Science Lab","121","{'day': 'Th', 'end': '15:20', 'location': 'SC 229', 'start': '13:20'}","False","False","B","3","0/0","5/0","C","20053","","Lab","2005"
"0000049200","0.0","0000000109","BIO","","15","7/0","0000000108","1","","John D. Schade","1/0","S","100","0","Evolution & Diversity Lab","126","{'day': 'We', 'end': '14:20', 'location': 'SC 273', 'start': '11:50'}","False","False","A","3","2/0","5/0","C","20053","","Lab","2005"
"0000049207","0.0","0000000109","BIO","","28","9/0","0000000108","1","","John D. Schade","1/0","S","100","0","Evolution & Diversity Lab","126","{'day': 'We', 'end': '17:30', 'location': 'SC 273', 'start': '15:00'}","False","False","B","3","2/0","16/0","C","20053","","Lab","2005"
"0000049208","0.0","0000000109","BIO","","25","11/0","0000000108","1","","John D. Schade","1/0","S","100","0","Evolution & Diversity Lab","126","{'day': 'Tu', 'end': '17:30', 'location': 'SC 273', 'start': '15:00'}","False","False","C","3","0/0","13/0","C","20053","","Lab","2005"
